LMacro_01,LMacro_02,LMacro_03,LMacro_04,LMacro_05,LMacro_06,LMacro_07,LMacro_08,RMacro_01,RMacro_02,RMacro_03,RMacro_04,RMacro_05,RMacro_06,RMacro_07,RMacro_08
-89.82080000000133,-79.12039999999979,-53.00540000000183,-30.29559999999765,-26.644200000002456,-22.740599999997357,-17.45900000000256,-5.476599999999962,-64.01759999999922,7.919000000001688,23.95640000000276,2.900999999998021,-14.89320000000589,3.34939999999915,24.969200000006822,8.623200000001816
-89.82080000000133,-80.12039999999979,-54.00540000000183,-30.29559999999765,-27.644200000002456,-23.740599999997357,-17.45900000000256,-5.476599999999962,-65.01759999999922,7.919000000001688,24.95640000000276,2.900999999998021,-15.89320000000589,2.34939999999915,23.969200000006822,8.623200000001816
-88.82080000000133,-79.12039999999979,-54.00540000000183,-30.29559999999765,-27.644200000002456,-23.740599999997357,-17.45900000000256,-5.476599999999962,-65.01759999999922,8.919000000001688,25.95640000000276,3.900999999998021,-16.89320000000589,3.34939999999915,22.969200000006822,8.623200000001816
-87.82080000000133,-79.12039999999979,-54.00540000000183,-31.29559999999765,-27.644200000002456,-24.740599999997357,-18.45900000000256,-7.476599999999962,-65.01759999999922,8.919000000001688,25.95640000000276,2.900999999998021,-16.89320000000589,3.34939999999915,22.969200000006822,7.623200000001816
-87.82080000000133,-79.12039999999979,-53.00540000000183,-32.29559999999765,-27.644200000002456,-24.740599999997357,-19.45900000000256,-8.476599999999962,-65.01759999999922,7.919000000001688,25.95640000000276,2.900999999998021,-16.89320000000589,3.34939999999915,23.969200000006822,6.623200000001816
-87.82080000000133,-79.12039999999979,-52.00540000000183,-31.29559999999765,-27.644200000002456,-24.740599999997357,-19.45900000000256,-7.476599999999962,-65.01759999999922,7.919000000001688,26.95640000000276,2.900999999998021,-15.89320000000589,3.34939999999915,24.969200000006822,7.623200000001816
-86.82080000000133,-78.12039999999979,-50.00540000000183,-29.29559999999765,-26.644200000002456,-22.740599999997357,-18.45900000000256,-4.476599999999962,-63.01759999999922,9.919000000001688,28.95640000000276,4.900999999998021,-14.89320000000589,4.34939999999915,26.969200000006822,9.623200000001816
-84.82080000000133,-76.12039999999979,-48.00540000000183,-26.29559999999765,-24.644200000002456,-21.740599999997357,-16.45900000000256,-2.476599999999962,-61.01759999999922,12.919000000001688,31.95640000000276,7.900999999998021,-12.89320000000589,5.34939999999915,28.969200000006822,12.623200000001816
-82.82080000000133,-74.12039999999979,-47.00540000000183,-25.29559999999765,-23.644200000002456,-20.740599999997357,-15.459000000002561,-2.476599999999962,-61.01759999999922,13.919000000001688,32.95640000000276,8.900999999998021,-12.89320000000589,6.34939999999915,28.969200000006822,13.623200000001816
-82.82080000000133,-75.12039999999979,-47.00540000000183,-26.29559999999765,-22.644200000002456,-20.740599999997357,-15.459000000002561,-4.476599999999962,-62.01759999999922,12.919000000001688,30.95640000000276,7.900999999998021,-13.89320000000589,5.34939999999915,27.969200000006822,12.623200000001816
-84.82080000000133,-77.12039999999979,-48.00540000000183,-28.29559999999765,-24.644200000002456,-21.740599999997357,-17.45900000000256,-7.476599999999962,-65.01759999999922,8.919000000001688,28.95640000000276,5.900999999998021,-15.89320000000589,3.34939999999915,25.969200000006822,10.623200000001816
-85.82080000000133,-78.12039999999979,-50.00540000000183,-29.29559999999765,-25.644200000002456,-23.740599999997357,-19.45900000000256,-9.476599999999962,-67.01759999999922,6.919000000001688,26.95640000000276,4.900999999998021,-16.89320000000589,1.3493999999991502,23.969200000006822,8.623200000001816
-85.82080000000133,-77.12039999999979,-51.00540000000183,-30.29559999999765,-27.644200000002456,-24.740599999997357,-21.45900000000256,-9.476599999999962,-68.01759999999922,6.919000000001688,26.95640000000276,4.900999999998021,-17.89320000000589,0.34939999999915017,22.969200000006822,7.623200000001816
-85.82080000000133,-77.12039999999979,-52.00540000000183,-30.29559999999765,-29.644200000002456,-26.740599999997357,-22.45900000000256,-10.476599999999962,-69.01759999999922,6.919000000001688,26.95640000000276,3.900999999998021,-18.89320000000589,-1.6506000000008498,21.969200000006822,6.623200000001816
-86.82080000000133,-79.12039999999979,-54.00540000000183,-32.29559999999765,-31.644200000002456,-28.740599999997357,-25.45900000000256,-12.476599999999962,-72.01759999999922,3.919000000001688,25.95640000000276,1.900999999998021,-20.89320000000589,-3.65060000000085,20.969200000006822,4.623200000001816
-89.82080000000133,-83.12039999999979,-57.00540000000183,-35.29559999999765,-33.644200000002456,-31.740599999997357,-27.45900000000256,-14.476599999999962,-75.01759999999922,-0.08099999999831198,23.95640000000276,-2.099000000001979,-24.89320000000589,-6.65060000000085,17.969200000006822,1.623200000001816
-92.82080000000133,-87.12039999999979,-60.00540000000183,-38.29559999999765,-35.644200000002456,-33.74059999999736,-30.45900000000256,-16.476599999999962,-78.01759999999922,-4.080999999998312,21.95640000000276,-5.099000000001979,-27.89320000000589,-9.65060000000085,13.969200000006822,-1.376799999998184
-94.82080000000133,-89.12039999999979,-61.00540000000183,-40.29559999999765,-36.644200000002456,-34.74059999999736,-32.45900000000256,-17.476599999999962,-81.01759999999922,-6.080999999998312,18.95640000000276,-7.099000000001979,-30.89320000000589,-11.65060000000085,10.969200000006822,-3.376799999998184
-96.82080000000133,-89.12039999999979,-61.00540000000183,-41.29559999999765,-37.644200000002456,-36.74059999999736,-33.45900000000256,-19.476599999999962,-83.01759999999922,-7.080999999998312,16.95640000000276,-8.099000000001979,-32.89320000000589,-13.65060000000085,8.969200000006822,-4.376799999998184
-97.82080000000133,-89.12039999999979,-61.00540000000183,-42.29559999999765,-38.644200000002456,-37.74059999999736,-33.45900000000256,-22.476599999999962,-85.01759999999922,-8.080999999998312,14.956400000002759,-9.099000000001979,-33.89320000000589,-14.65060000000085,8.969200000006822,-5.376799999998184
-98.82080000000133,-90.12039999999979,-62.00540000000183,-42.29559999999765,-40.644200000002456,-38.74059999999736,-35.45900000000256,-24.476599999999962,-86.01759999999922,-9.080999999998312,13.956400000002759,-10.099000000001979,-34.89320000000589,-15.65060000000085,8.969200000006822,-6.376799999998184
-98.82080000000133,-92.12039999999979,-62.00540000000183,-43.29559999999765,-41.644200000002456,-38.74059999999736,-35.45900000000256,-25.476599999999962,-86.01759999999922,-10.080999999998312,13.956400000002759,-10.099000000001979,-34.89320000000589,-15.65060000000085,8.969200000006822,-7.376799999998184
-97.82080000000133,-92.12039999999979,-63.00540000000183,-44.29559999999765,-41.644200000002456,-38.74059999999736,-36.45900000000256,-24.476599999999962,-86.01759999999922,-10.080999999998312,14.956400000002759,-9.099000000001979,-33.89320000000589,-15.65060000000085,7.969200000006822,-6.376799999998184
-97.82080000000133,-91.12039999999979,-63.00540000000183,-44.29559999999765,-41.644200000002456,-38.74059999999736,-36.45900000000256,-23.476599999999962,-86.01759999999922,-10.080999999998312,14.956400000002759,-9.099000000001979,-33.89320000000589,-15.65060000000085,7.969200000006822,-6.376799999998184
-97.82080000000133,-91.12039999999979,-63.00540000000183,-43.29559999999765,-41.644200000002456,-40.74059999999736,-37.45900000000256,-24.476599999999962,-87.01759999999922,-10.080999999998312,12.956400000002759,-10.099000000001979,-34.89320000000589,-17.65060000000085,6.969200000006822,-6.376799999998184
-98.82080000000133,-92.12039999999979,-63.00540000000183,-42.29559999999765,-41.644200000002456,-41.74059999999736,-38.45900000000256,-25.476599999999962,-87.01759999999922,-12.080999999998312,10.956400000002759,-11.099000000001979,-34.89320000000589,-18.65060000000085,5.969200000006822,-6.376799999998184
-98.82080000000133,-93.12039999999979,-63.00540000000183,-42.29559999999765,-41.644200000002456,-41.74059999999736,-39.45900000000256,-26.476599999999962,-86.01759999999922,-13.080999999998312,9.956400000002759,-12.099000000001979,-35.89320000000589,-19.65060000000085,5.969200000006822,-6.376799999998184
-98.82080000000133,-92.12039999999979,-63.00540000000183,-43.29559999999765,-40.644200000002456,-40.74059999999736,-39.45900000000256,-26.476599999999962,-85.01759999999922,-13.080999999998312,10.956400000002759,-11.099000000001979,-36.89320000000589,-19.65060000000085,5.969200000006822,-6.376799999998184
-97.82080000000133,-91.12039999999979,-62.00540000000183,-43.29559999999765,-40.644200000002456,-40.74059999999736,-39.45900000000256,-25.476599999999962,-85.01759999999922,-12.080999999998312,10.956400000002759,-11.099000000001979,-37.89320000000589,-18.65060000000085,4.969200000006822,-6.376799999998184
-97.82080000000133,-89.12039999999979,-62.00540000000183,-42.29559999999765,-40.644200000002456,-40.74059999999736,-38.45900000000256,-24.476599999999962,-85.01759999999922,-12.080999999998312,10.956400000002759,-11.099000000001979,-37.89320000000589,-18.65060000000085,4.969200000006822,-6.376799999998184
-97.82080000000133,-88.12039999999979,-62.00540000000183,-41.29559999999765,-40.644200000002456,-40.74059999999736,-38.45900000000256,-25.476599999999962,-84.01759999999922,-11.080999999998312,10.956400000002759,-11.099000000001979,-37.89320000000589,-18.65060000000085,5.969200000006822,-6.376799999998184
-96.82080000000133,-88.12039999999979,-61.00540000000183,-40.29559999999765,-40.644200000002456,-38.74059999999736,-37.45900000000256,-25.476599999999962,-83.01759999999922,-11.080999999998312,10.956400000002759,-12.099000000001979,-36.89320000000589,-18.65060000000085,6.969200000006822,-6.376799999998184
-95.82080000000133,-89.12039999999979,-60.00540000000183,-40.29559999999765,-39.644200000002456,-36.74059999999736,-37.45900000000256,-25.476599999999962,-81.01759999999922,-10.080999999998312,10.956400000002759,-11.099000000001979,-35.89320000000589,-18.65060000000085,7.969200000006822,-6.376799999998184
-94.82080000000133,-89.12039999999979,-58.00540000000183,-41.29559999999765,-38.644200000002456,-36.74059999999736,-37.45900000000256,-25.476599999999962,-80.01759999999922,-10.080999999998312,10.956400000002759,-11.099000000001979,-35.89320000000589,-18.65060000000085,7.969200000006822,-6.376799999998184
-95.82080000000133,-88.12039999999979,-57.00540000000183,-40.29559999999765,-39.644200000002456,-37.74059999999736,-38.45900000000256,-25.476599999999962,-80.01759999999922,-12.080999999998312,9.956400000002759,-11.099000000001979,-36.89320000000589,-18.65060000000085,6.969200000006822,-6.376799999998184
-95.82080000000133,-88.12039999999979,-57.00540000000183,-39.29559999999765,-39.644200000002456,-39.74059999999736,-38.45900000000256,-25.476599999999962,-80.01759999999922,-14.080999999998312,9.956400000002759,-12.099000000001979,-36.89320000000589,-18.65060000000085,6.969200000006822,-6.376799999998184
-95.82080000000133,-88.12039999999979,-58.00540000000183,-38.29559999999765,-39.644200000002456,-39.74059999999736,-37.45900000000256,-24.476599999999962,-80.01759999999922,-14.080999999998312,8.956400000002759,-11.099000000001979,-36.89320000000589,-17.65060000000085,7.969200000006822,-6.376799999998184
-94.82080000000133,-88.12039999999979,-59.00540000000183,-38.29559999999765,-37.644200000002456,-38.74059999999736,-37.45900000000256,-23.476599999999962,-78.01759999999922,-13.080999999998312,8.956400000002759,-10.099000000001979,-35.89320000000589,-16.65060000000085,9.969200000006822,-4.376799999998184
-94.82080000000133,-88.12039999999979,-59.00540000000183,-39.29559999999765,-36.644200000002456,-37.74059999999736,-36.45900000000256,-22.476599999999962,-77.01759999999922,-12.080999999998312,8.956400000002759,-9.099000000001979,-35.89320000000589,-15.65060000000085,9.969200000006822,-3.376799999998184
-95.82080000000133,-88.12039999999979,-59.00540000000183,-39.29559999999765,-37.644200000002456,-36.74059999999736,-37.45900000000256,-22.476599999999962,-77.01759999999922,-12.080999999998312,7.956400000002759,-10.099000000001979,-36.89320000000589,-16.65060000000085,8.969200000006822,-4.376799999998184
-95.82080000000133,-88.12039999999979,-58.00540000000183,-39.29559999999765,-39.644200000002456,-38.74059999999736,-37.45900000000256,-23.476599999999962,-78.01759999999922,-14.080999999998312,6.956400000002759,-11.099000000001979,-37.89320000000589,-17.65060000000085,7.969200000006822,-5.376799999998184
-95.82080000000133,-89.12039999999979,-58.00540000000183,-39.29559999999765,-41.644200000002456,-39.74059999999736,-38.45900000000256,-24.476599999999962,-79.01759999999922,-16.080999999998312,5.956400000002759,-12.099000000001979,-37.89320000000589,-19.65060000000085,5.969200000006822,-6.376799999998184
-94.82080000000133,-90.12039999999979,-58.00540000000183,-39.29559999999765,-42.644200000002456,-40.74059999999736,-38.45900000000256,-25.476599999999962,-78.01759999999922,-16.080999999998312,5.956400000002759,-12.099000000001979,-38.89320000000589,-20.65060000000085,5.969200000006822,-6.376799999998184
-94.82080000000133,-91.12039999999979,-59.00540000000183,-40.29559999999765,-41.644200000002456,-41.74059999999736,-39.45900000000256,-25.476599999999962,-78.01759999999922,-15.080999999998312,5.956400000002759,-12.099000000001979,-38.89320000000589,-20.65060000000085,5.969200000006822,-5.376799999998184
-94.82080000000133,-92.12039999999979,-61.00540000000183,-40.29559999999765,-41.644200000002456,-42.74059999999736,-41.45900000000256,-27.476599999999962,-78.01759999999922,-15.080999999998312,4.956400000002759,-12.099000000001979,-39.89320000000589,-21.65060000000085,4.969200000006822,-6.376799999998184
-96.82080000000133,-93.12039999999979,-62.00540000000183,-41.29559999999765,-43.644200000002456,-43.74059999999736,-42.45900000000256,-29.476599999999962,-79.01759999999922,-16.080999999998312,3.956400000002759,-14.099000000001979,-40.89320000000589,-22.65060000000085,3.969200000006822,-8.376799999998184
-98.82080000000133,-94.12039999999979,-64.00540000000183,-43.29559999999765,-45.644200000002456,-45.74059999999736,-43.45900000000256,-31.476599999999962,-79.01759999999922,-17.080999999998312,1.956400000002759,-16.09900000000198,-41.89320000000589,-23.65060000000085,1.969200000006822,-9.376799999998184
-99.82080000000133,-95.12039999999979,-65.00540000000183,-45.29559999999765,-46.644200000002456,-46.74059999999736,-43.45900000000256,-32.47659999999996,-79.01759999999922,-17.080999999998312,0.956400000002759,-17.09900000000198,-42.89320000000589,-25.65060000000085,0.9692000000068219,-11.376799999998184
-99.82080000000133,-96.12039999999979,-65.00540000000183,-46.29559999999765,-47.644200000002456,-47.74059999999736,-44.45900000000256,-32.47659999999996,-79.01759999999922,-18.080999999998312,-0.04359999999724096,-18.09900000000198,-43.89320000000589,-27.65060000000085,-1.030799999993178,-12.376799999998184
-99.82080000000133,-98.12039999999979,-66.00540000000183,-47.29559999999765,-48.644200000002456,-49.74059999999736,-46.45900000000256,-32.47659999999996,-81.01759999999922,-18.080999999998312,-2.043599999997241,-19.09900000000198,-44.89320000000589,-28.65060000000085,-2.030799999993178,-12.376799999998184
-100.82080000000133,-99.12039999999979,-66.00540000000183,-48.29559999999765,-49.644200000002456,-50.74059999999736,-48.45900000000256,-32.47659999999996,-83.01759999999922,-19.080999999998312,-3.043599999997241,-20.09900000000198,-45.89320000000589,-29.65060000000085,-3.030799999993178,-13.376799999998184
-102.82080000000133,-100.12039999999979,-68.00540000000183,-47.29559999999765,-50.644200000002456,-51.74059999999736,-50.45900000000256,-34.47659999999996,-84.01759999999922,-20.080999999998312,-4.043599999997241,-21.09900000000198,-46.89320000000589,-29.65060000000085,-3.030799999993178,-14.376799999998184
-104.82080000000133,-102.12039999999979,-70.00540000000183,-48.29559999999765,-52.644200000002456,-51.74059999999736,-51.45900000000256,-36.47659999999996,-85.01759999999922,-20.080999999998312,-5.043599999997241,-22.09900000000198,-47.89320000000589,-30.65060000000085,-4.030799999993178,-16.376799999998184
-105.82080000000133,-103.12039999999979,-72.00540000000183,-49.29559999999765,-53.644200000002456,-52.74059999999736,-51.45900000000256,-38.47659999999996,-85.01759999999922,-21.080999999998312,-5.043599999997241,-22.09900000000198,-49.89320000000589,-31.65060000000085,-5.030799999993178,-16.376799999998184
-105.82080000000133,-104.12039999999979,-73.00540000000183,-50.29559999999765,-54.644200000002456,-53.74059999999736,-51.45900000000256,-39.47659999999996,-86.01759999999922,-22.080999999998312,-6.043599999997241,-23.09900000000198,-51.89320000000589,-32.65060000000085,-7.030799999993178,-17.376799999998184
-105.82080000000133,-104.12039999999979,-73.00540000000183,-51.29559999999765,-54.644200000002456,-54.74059999999736,-52.45900000000256,-39.47659999999996,-88.01759999999922,-23.080999999998312,-8.043599999997241,-24.09900000000198,-51.89320000000589,-33.65060000000085,-8.030799999993178,-17.376799999998184
-104.82080000000133,-104.12039999999979,-73.00540000000183,-51.29559999999765,-54.644200000002456,-55.74059999999736,-52.45900000000256,-40.47659999999996,-89.01759999999922,-23.080999999998312,-9.043599999997241,-25.09900000000198,-51.89320000000589,-34.65060000000085,-9.030799999993178,-17.376799999998184
-105.82080000000133,-105.12039999999979,-74.00540000000183,-51.29559999999765,-55.644200000002456,-55.74059999999736,-53.45900000000256,-41.47659999999996,-89.01759999999922,-23.080999999998312,-10.043599999997241,-25.09900000000198,-51.89320000000589,-34.65060000000085,-9.030799999993178,-18.376799999998184
-107.82080000000133,-106.12039999999979,-75.00540000000183,-52.29559999999765,-57.644200000002456,-56.74059999999736,-53.45900000000256,-42.47659999999996,-90.01759999999922,-23.080999999998312,-12.043599999997241,-27.09900000000198,-52.89320000000589,-34.65060000000085,-9.030799999993178,-19.376799999998184
-108.82080000000133,-108.12039999999979,-77.00540000000183,-54.29559999999765,-58.644200000002456,-57.74059999999736,-54.45900000000256,-43.47659999999996,-90.01759999999922,-24.080999999998312,-13.043599999997241,-28.09900000000198,-53.89320000000589,-36.65060000000085,-11.030799999993178,-21.376799999998184
-107.82080000000133,-108.12039999999979,-77.00540000000183,-55.29559999999765,-59.644200000002456,-58.74059999999736,-55.45900000000256,-44.47659999999996,-89.01759999999922,-24.080999999998312,-13.043599999997241,-29.09900000000198,-54.89320000000589,-37.65060000000085,-12.030799999993178,-22.376799999998184
-106.82080000000133,-107.12039999999979,-76.00540000000183,-55.29559999999765,-59.644200000002456,-58.74059999999736,-56.45900000000256,-44.47659999999996,-89.01759999999922,-23.080999999998312,-13.043599999997241,-29.09900000000198,-54.89320000000589,-38.65060000000085,-13.030799999993178,-22.376799999998184
-106.82080000000133,-107.12039999999979,-76.00540000000183,-54.29559999999765,-59.644200000002456,-59.74059999999736,-57.45900000000256,-44.47659999999996,-88.01759999999922,-22.080999999998312,-13.043599999997241,-30.09900000000198,-54.89320000000589,-38.65060000000085,-13.030799999993178,-22.376799999998184
-108.82080000000133,-109.12039999999979,-77.00540000000183,-53.29559999999765,-61.644200000002456,-60.74059999999736,-59.45900000000256,-46.47659999999996,-89.01759999999922,-22.080999999998312,-13.043599999997241,-31.09900000000198,-56.89320000000589,-39.65060000000085,-13.030799999993178,-23.376799999998184
-110.82080000000133,-111.12039999999979,-80.00540000000183,-54.29559999999765,-63.644200000002456,-61.74059999999736,-61.45900000000256,-47.47659999999996,-90.01759999999922,-23.080999999998312,-15.043599999997241,-32.09900000000198,-58.89320000000589,-40.65060000000085,-14.030799999993178,-24.376799999998184
-112.82080000000133,-113.12039999999979,-83.00540000000183,-55.29559999999765,-65.64420000000246,-62.74059999999736,-61.45900000000256,-48.47659999999996,-90.01759999999922,-25.080999999998312,-16.04359999999724,-32.09900000000198,-59.89320000000589,-41.65060000000085,-16.030799999993178,-25.376799999998184
-112.82080000000133,-113.12039999999979,-83.00540000000183,-57.29559999999765,-65.64420000000246,-61.74059999999736,-61.45900000000256,-48.47659999999996,-90.01759999999922,-26.080999999998312,-16.04359999999724,-31.09900000000198,-60.89320000000589,-42.65060000000085,-17.030799999993178,-26.376799999998184
-111.82080000000133,-113.12039999999979,-81.00540000000183,-58.29559999999765,-64.64420000000246,-60.74059999999736,-59.45900000000256,-47.47659999999996,-90.01759999999922,-26.080999999998312,-17.04359999999724,-30.09900000000198,-59.89320000000589,-42.65060000000085,-17.030799999993178,-26.376799999998184
-110.82080000000133,-112.12039999999979,-79.00540000000183,-58.29559999999765,-63.644200000002456,-59.74059999999736,-58.45900000000256,-46.47659999999996,-90.01759999999922,-25.080999999998312,-17.04359999999724,-30.09900000000198,-59.89320000000589,-42.65060000000085,-18.030799999993178,-25.376799999998184
-111.82080000000133,-112.12039999999979,-79.00540000000183,-56.29559999999765,-62.644200000002456,-58.74059999999736,-57.45900000000256,-45.47659999999996,-90.01759999999922,-24.080999999998312,-16.04359999999724,-31.09900000000198,-59.89320000000589,-42.65060000000085,-18.030799999993178,-25.376799999998184
-112.82080000000133,-111.12039999999979,-79.00540000000183,-55.29559999999765,-61.644200000002456,-58.74059999999736,-56.45900000000256,-43.47659999999996,-89.01759999999922,-23.080999999998312,-16.04359999999724,-31.09900000000198,-59.89320000000589,-41.65060000000085,-19.030799999993178,-25.376799999998184
-112.82080000000133,-110.12039999999979,-79.00540000000183,-54.29559999999765,-61.644200000002456,-57.74059999999736,-55.45900000000256,-42.47659999999996,-87.01759999999922,-22.080999999998312,-15.043599999997241,-30.09900000000198,-58.89320000000589,-40.65060000000085,-18.030799999993178,-24.376799999998184
-111.82080000000133,-109.12039999999979,-79.00540000000183,-54.29559999999765,-60.644200000002456,-56.74059999999736,-54.45900000000256,-40.47659999999996,-85.01759999999922,-21.080999999998312,-14.043599999997241,-28.09900000000198,-57.89320000000589,-39.65060000000085,-16.030799999993178,-22.376799999998184
-110.82080000000133,-108.12039999999979,-78.00540000000183,-53.29559999999765,-59.644200000002456,-56.74059999999736,-53.45900000000256,-39.47659999999996,-85.01759999999922,-21.080999999998312,-14.043599999997241,-27.09900000000198,-56.89320000000589,-39.65060000000085,-14.030799999993178,-21.376799999998184
-110.82080000000133,-108.12039999999979,-76.00540000000183,-53.29559999999765,-58.644200000002456,-55.74059999999736,-52.45900000000256,-38.47659999999996,-85.01759999999922,-22.080999999998312,-16.04359999999724,-27.09900000000198,-56.89320000000589,-39.65060000000085,-13.030799999993178,-21.376799999998184
-109.82080000000133,-107.12039999999979,-75.00540000000183,-53.29559999999765,-57.644200000002456,-55.74059999999736,-51.45900000000256,-38.47659999999996,-85.01759999999922,-22.080999999998312,-16.04359999999724,-28.09900000000198,-56.89320000000589,-39.65060000000085,-13.030799999993178,-20.376799999998184
-108.82080000000133,-106.12039999999979,-75.00540000000183,-52.29559999999765,-56.644200000002456,-54.74059999999736,-50.45900000000256,-37.47659999999996,-84.01759999999922,-21.080999999998312,-14.043599999997241,-27.09900000000198,-54.89320000000589,-38.65060000000085,-13.030799999993178,-19.376799999998184
-107.82080000000133,-105.12039999999979,-76.00540000000183,-52.29559999999765,-54.644200000002456,-52.74059999999736,-49.45900000000256,-36.47659999999996,-81.01759999999922,-19.080999999998312,-11.043599999997241,-26.09900000000198,-52.89320000000589,-37.65060000000085,-13.030799999993178,-18.376799999998184
-107.82080000000133,-105.12039999999979,-76.00540000000183,-53.29559999999765,-54.644200000002456,-52.74059999999736,-49.45900000000256,-36.47659999999996,-79.01759999999922,-18.080999999998312,-10.043599999997241,-24.09900000000198,-52.89320000000589,-36.65060000000085,-12.030799999993178,-17.376799999998184
-108.82080000000133,-106.12039999999979,-77.00540000000183,-54.29559999999765,-54.644200000002456,-52.74059999999736,-49.45900000000256,-37.47659999999996,-78.01759999999922,-19.080999999998312,-10.043599999997241,-24.09900000000198,-52.89320000000589,-37.65060000000085,-12.030799999993178,-17.376799999998184
