RIS_1,RIS_2,RIS_3,RIS_4,RIS_5,RIS_6,RIS_7,RIS_8,RPD_1,RPD_2,RPD_3,RPD_4,RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,RSS_7,RSS_8,RTG_01,RTG_02,RTG_03,RTG_04,RTG_05,RTG_06,RTG_07,RTG_08,RTG_09,RTG_10,RTG_11,RTG_12,RTG_13,RTG_14,RTG_15,RTG_16
-3.2523999999975786,28.26879999999801,3.8297999999995227,26.258600000001024,-64.7954000000027,5.655800000000454,189.65899999999965,722.0123999999996,100.99020000000019,-62.31719999999768,-24.573199999998906,-121.49960000000283,-21.055999999996857,73.10919999999896,60.372199999997974,147.27479999999923,-128.3646000000008,-295.6612000000023,270.95500000000175,6.763599999998405,18.300799999997253,4.209000000002561,96.07979999999952,78.87720000000263,-43.98619999999937,-15.48399999999674,-101.40280000000348,31.378199999999197,-22.080399999998917,-22.092400000001362,-88.40699999999924,-42.235200000002806,-16.84100000000035,-46.27219999999943,-70.91960000000108,-49.60420000000158
1.7476000000024214,33.26879999999801,8.829799999999523,30.258600000001024,-61.7954000000027,8.655800000000454,192.65899999999965,727.0123999999996,104.99020000000019,-59.31719999999768,-21.573199999998906,-118.49960000000283,-17.055999999996857,78.10919999999896,66.37219999999797,151.27479999999923,-125.36460000000079,-294.6612000000023,274.95500000000175,11.763599999998405,28.300799999997253,10.209000000002561,101.07979999999952,82.87720000000263,-39.98619999999937,-12.48399999999674,-98.40280000000348,33.3781999999992,-19.080399999998917,-19.092400000001362,-86.40699999999924,-40.235200000002806,-13.84100000000035,-43.27219999999943,-67.91960000000108,-46.60420000000158
5.747600000002421,37.26879999999801,12.829799999999523,34.258600000001024,-57.7954000000027,11.655800000000454,194.65899999999965,732.0123999999996,109.99020000000019,-55.31719999999768,-19.573199999998906,-115.49960000000283,-13.055999999996857,82.10919999999896,71.37219999999797,154.27479999999923,-122.36460000000079,-293.6612000000023,278.95500000000175,16.763599999998405,35.30079999999725,17.20900000000256,106.07979999999952,86.87720000000263,-35.98619999999937,-10.48399999999674,-94.40280000000348,35.3781999999992,-17.080399999998917,-17.092400000001362,-83.40699999999924,-37.235200000002806,-9.84100000000035,-41.27219999999943,-64.91960000000108,-44.60420000000158
9.747600000002421,42.26879999999801,16.829799999999523,38.258600000001024,-54.7954000000027,17.655800000000454,197.65899999999965,739.0123999999996,114.99020000000019,-52.31719999999768,-18.573199999998906,-113.49960000000283,-9.055999999996857,86.10919999999896,76.37219999999797,158.27479999999923,-118.36460000000079,-292.6612000000023,282.95500000000175,20.763599999998405,37.30079999999725,25.20900000000256,111.07979999999952,90.87720000000263,-32.98619999999937,-8.48399999999674,-91.40280000000348,38.3781999999992,-15.080399999998917,-14.092400000001362,-81.40699999999924,-35.235200000002806,-4.841000000000349,-39.27219999999943,-62.91960000000108,-42.60420000000158
11.747600000002421,45.26879999999801,20.829799999999523,40.258600000001024,-52.7954000000027,20.655800000000454,199.65899999999965,743.0123999999996,118.99020000000019,-51.31719999999768,-16.573199999998906,-111.49960000000283,-7.055999999996857,89.10919999999896,80.37219999999797,160.27479999999923,-116.36460000000079,-291.6612000000023,284.95500000000175,22.763599999998405,36.30079999999725,32.20900000000256,114.07979999999952,91.87720000000263,-30.98619999999937,-7.48399999999674,-90.40280000000348,40.3781999999992,-13.080399999998917,-13.092400000001362,-80.40699999999924,-33.235200000002806,-1.8410000000003492,-39.27219999999943,-61.91960000000108,-41.60420000000158
16.74760000000242,51.26879999999801,27.829799999999523,44.258600000001024,-48.7954000000027,26.655800000000454,205.65899999999965,750.0123999999996,123.99020000000019,-50.31719999999768,-11.573199999998906,-108.49960000000283,-2.055999999996857,94.10919999999896,87.37219999999797,164.27479999999923,-111.36460000000079,-289.6612000000023,287.95500000000175,27.763599999998405,38.30079999999725,42.20900000000256,118.07979999999952,95.87720000000263,-28.98619999999937,-5.48399999999674,-86.40280000000348,44.3781999999992,-8.080399999998917,-10.092400000001362,-77.40699999999924,-30.235200000002806,1.1589999999996508,-35.27219999999943,-57.91960000000108,-37.60420000000158
22.74760000000242,56.26879999999801,33.82979999999952,48.258600000001024,-43.7954000000027,31.655800000000454,209.65899999999965,756.0123999999996,128.9902000000002,-47.31719999999768,-7.573199999998906,-104.49960000000283,2.944000000003143,99.10919999999896,93.37219999999797,168.27479999999923,-106.36460000000079,-286.6612000000023,291.95500000000175,33.763599999998405,43.30079999999725,50.20900000000256,123.07979999999952,99.87720000000263,-24.98619999999937,-2.4839999999967404,-82.40280000000348,48.3781999999992,-3.0803999999989173,-7.092400000001362,-73.40699999999924,-26.235200000002806,5.158999999999651,-31.27219999999943,-52.91960000000108,-32.60420000000158
27.74760000000242,61.26879999999801,39.82979999999952,53.258600000001024,-39.7954000000027,35.655800000000454,213.65899999999965,763.0123999999996,133.9902000000002,-44.31719999999768,-4.573199999998906,-99.49960000000283,7.944000000003143,104.10919999999896,100.37219999999797,173.27479999999923,-101.36460000000079,-284.6612000000023,296.95500000000175,39.763599999998405,47.30079999999725,59.20900000000256,129.07979999999952,105.87720000000263,-20.98619999999937,1.5160000000032596,-77.40280000000348,52.3781999999992,0.9196000000010827,-3.092400000001362,-68.40699999999924,-21.235200000002806,9.15899999999965,-26.27219999999943,-47.91960000000108,-27.604200000001583
29.74760000000242,64.26879999999801,42.82979999999952,56.258600000001024,-38.7954000000027,37.655800000000454,215.65899999999965,768.0123999999996,135.9902000000002,-42.31719999999768,-4.573199999998906,-97.49960000000283,10.944000000003143,108.10919999999896,104.37219999999797,175.27479999999923,-99.36460000000079,-284.6612000000023,299.95500000000175,43.763599999998405,48.30079999999725,65.20900000000256,135.07979999999952,109.87720000000263,-17.98619999999937,3.5160000000032596,-73.40280000000348,55.3781999999992,2.9196000000010827,-0.09240000000136206,-65.40699999999924,-18.235200000002806,14.15899999999965,-22.27219999999943,-44.91960000000108,-24.604200000001583
26.74760000000242,61.26879999999801,40.82979999999952,53.258600000001024,-42.7954000000027,35.655800000000454,211.65899999999965,766.0123999999996,133.9902000000002,-45.31719999999768,-8.573199999998906,-99.49960000000283,8.944000000003143,107.10919999999896,103.37219999999797,173.27479999999923,-102.36460000000079,-288.6612000000023,296.95500000000175,41.763599999998405,44.30079999999725,65.20900000000256,134.07979999999952,107.87720000000263,-19.98619999999937,-0.48399999999674037,-75.40280000000348,53.3781999999992,-1.0803999999989173,-3.092400000001362,-67.40699999999924,-20.235200000002806,14.15899999999965,-25.27219999999943,-47.91960000000108,-26.604200000001583
18.74760000000242,53.26879999999801,34.82979999999952,45.258600000001024,-53.7954000000027,27.655800000000454,202.65899999999965,758.0123999999996,125.99020000000019,-55.31719999999768,-17.573199999998906,-108.49960000000283,1.9440000000031432,102.10919999999896,97.37219999999797,166.27479999999923,-112.36460000000079,-299.6612000000023,287.95500000000175,33.763599999998405,37.30079999999725,60.20900000000256,127.07979999999952,99.87720000000263,-28.98619999999937,-10.48399999999674,-84.40280000000348,45.3781999999992,-10.080399999998917,-11.092400000001362,-76.40699999999924,-28.235200000002806,8.15899999999965,-34.27219999999943,-56.91960000000108,-34.60420000000158
13.747600000002421,49.26879999999801,29.829799999999523,39.258600000001024,-60.7954000000027,22.655800000000454,197.65899999999965,752.0123999999996,120.99020000000019,-62.31719999999768,-23.573199999998906,-115.49960000000283,-3.055999999996857,98.10919999999896,93.37219999999797,160.27479999999923,-118.36460000000079,-306.6612000000023,280.95500000000175,27.763599999998405,33.30079999999725,56.20900000000256,121.07979999999952,92.87720000000263,-34.98619999999937,-17.48399999999674,-90.40280000000348,38.3781999999992,-17.080399999998917,-18.092400000001362,-83.40699999999924,-35.235200000002806,1.1589999999996508,-42.27219999999943,-63.91960000000108,-40.60420000000158
11.747600000002421,49.26879999999801,28.829799999999523,38.258600000001024,-62.7954000000027,21.655800000000454,195.65899999999965,751.0123999999996,118.99020000000019,-65.31719999999768,-26.573199999998906,-118.49960000000283,-5.055999999996857,97.10919999999896,93.37219999999797,159.27479999999923,-120.36460000000079,-310.6612000000023,277.95500000000175,25.763599999998405,32.30079999999725,56.20900000000256,119.07979999999952,90.87720000000263,-37.98619999999937,-20.48399999999674,-92.40280000000348,35.3781999999992,-19.080399999998917,-22.092400000001362,-86.40699999999924,-39.235200000002806,-3.8410000000003492,-46.27219999999943,-66.91960000000108,-42.60420000000158
16.74760000000242,56.26879999999801,34.82979999999952,43.258600000001024,-59.7954000000027,27.655800000000454,200.65899999999965,757.0123999999996,122.99020000000019,-62.31719999999768,-24.573199999998906,-115.49960000000283,-1.0559999999968568,102.10919999999896,99.37219999999797,163.27479999999923,-116.36460000000079,-307.6612000000023,281.95500000000175,30.763599999998405,33.30079999999725,63.20900000000256,123.07979999999952,94.87720000000263,-33.98619999999937,-18.48399999999674,-89.40280000000348,38.3781999999992,-16.080399999998917,-20.092400000001362,-83.40699999999924,-36.235200000002806,-4.841000000000349,-43.27219999999943,-64.91960000000108,-38.60420000000158
21.74760000000242,62.26879999999801,40.82979999999952,50.258600000001024,-54.7954000000027,33.655800000000454,206.65899999999965,765.0123999999996,128.9902000000002,-57.31719999999768,-21.573199999998906,-110.49960000000283,3.944000000003143,107.10919999999896,106.37219999999797,169.27479999999923,-111.36460000000079,-302.6612000000023,287.95500000000175,35.763599999998405,36.30079999999725,71.20900000000256,130.07979999999952,99.87720000000263,-28.98619999999937,-14.48399999999674,-84.40280000000348,44.3781999999992,-11.080399999998917,-16.092400000001362,-78.40699999999924,-31.235200000002806,-1.8410000000003492,-37.27219999999943,-59.91960000000108,-31.604200000001583
25.74760000000242,65.26879999999801,47.82979999999952,54.258600000001024,-51.7954000000027,40.655800000000454,211.65899999999965,772.0123999999996,133.9902000000002,-56.31719999999768,-18.573199999998906,-106.49960000000283,8.944000000003143,113.10919999999896,113.37219999999797,174.27479999999923,-108.36460000000079,-299.6612000000023,292.95500000000175,40.763599999998405,40.30079999999725,78.20900000000256,137.07979999999952,104.87720000000263,-23.98619999999937,-11.48399999999674,-80.40280000000348,48.3781999999992,-7.080399999998917,-11.092400000001362,-74.40699999999924,-25.235200000002806,4.158999999999651,-32.27219999999943,-54.91960000000108,-26.604200000001583
25.74760000000242,63.26879999999801,48.82979999999952,53.258600000001024,-53.7954000000027,39.655800000000454,211.65899999999965,773.0123999999996,132.9902000000002,-59.31719999999768,-20.573199999998906,-107.49960000000283,8.944000000003143,113.10919999999896,114.37219999999797,174.27479999999923,-111.36460000000079,-300.6612000000023,292.95500000000175,39.763599999998405,42.30079999999725,79.20900000000256,138.07979999999952,104.87720000000263,-24.98619999999937,-12.48399999999674,-81.40280000000348,47.3781999999992,-8.080399999998917,-12.092400000001362,-76.40699999999924,-25.235200000002806,6.158999999999651,-33.27219999999943,-55.91960000000108,-28.604200000001583
22.74760000000242,61.26879999999801,46.82979999999952,50.258600000001024,-57.7954000000027,36.655800000000454,207.65899999999965,771.0123999999996,128.9902000000002,-66.31719999999768,-25.573199999998906,-112.49960000000283,5.944000000003143,110.10919999999896,111.37219999999797,172.27479999999923,-115.36460000000079,-305.6612000000023,287.95500000000175,37.763599999998405,43.30079999999725,77.20900000000256,136.07979999999952,102.87720000000263,-28.98619999999937,-17.48399999999674,-84.40280000000348,43.3781999999992,-12.080399999998917,-16.092400000001362,-80.40699999999924,-29.235200000002806,6.158999999999651,-37.27219999999943,-60.91960000000108,-33.60420000000158
20.74760000000242,59.26879999999801,44.82979999999952,46.258600000001024,-63.7954000000027,32.655800000000454,204.65899999999965,768.0123999999996,124.99020000000019,-73.31719999999768,-33.573199999998906,-120.49960000000283,0.9440000000031432,107.10919999999896,107.37219999999797,167.27479999999923,-119.36460000000079,-310.6612000000023,281.95500000000175,34.763599999998405,40.30079999999725,75.20900000000256,133.07979999999952,98.87720000000263,-34.98619999999937,-23.48399999999674,-89.40280000000348,37.3781999999992,-17.080399999998917,-22.092400000001362,-86.40699999999924,-34.235200000002806,1.1589999999996508,-43.27219999999943,-66.91960000000108,-39.60420000000158
21.74760000000242,61.26879999999801,44.82979999999952,46.258600000001024,-64.7954000000027,31.655800000000454,203.65899999999965,768.0123999999996,122.99020000000019,-75.31719999999768,-36.573199999998906,-122.49960000000283,-1.0559999999968568,106.10919999999896,106.37219999999797,166.27479999999923,-119.36460000000079,-312.6612000000023,278.95500000000175,33.763599999998405,36.30079999999725,76.20900000000256,133.07979999999952,97.87720000000263,-36.98619999999937,-26.48399999999674,-91.40280000000348,34.3781999999992,-18.080399999998917,-25.092400000001362,-88.40699999999924,-36.235200000002806,-3.8410000000003492,-45.27219999999943,-68.91960000000108,-41.60420000000158
23.74760000000242,63.26879999999801,47.82979999999952,50.258600000001024,-64.7954000000027,33.655800000000454,205.65899999999965,770.0123999999996,124.99020000000019,-75.31719999999768,-36.573199999998906,-122.49960000000283,0.9440000000031432,109.10919999999896,107.37219999999797,167.27479999999923,-117.36460000000079,-312.6612000000023,276.95500000000175,34.763599999998405,35.30079999999725,78.20900000000256,135.07979999999952,96.87720000000263,-37.98619999999937,-27.48399999999674,-92.40280000000348,33.3781999999992,-18.080399999998917,-26.092400000001362,-88.40699999999924,-36.235200000002806,-7.841000000000349,-46.27219999999943,-69.91960000000108,-40.60420000000158
23.74760000000242,64.26879999999801,49.82979999999952,51.258600000001024,-65.7954000000027,34.655800000000454,206.65899999999965,771.0123999999996,125.99020000000019,-74.31719999999768,-35.573199999998906,-121.49960000000283,2.944000000003143,110.10919999999896,109.37219999999797,169.27479999999923,-117.36460000000079,-312.6612000000023,275.95500000000175,34.763599999998405,36.30079999999725,79.20900000000256,135.07979999999952,95.87720000000263,-37.98619999999937,-29.48399999999674,-93.40280000000348,32.3781999999992,-19.080399999998917,-27.092400000001362,-89.40699999999924,-36.235200000002806,-8.84100000000035,-47.27219999999943,-69.91960000000108,-40.60420000000158
22.74760000000242,62.26879999999801,49.82979999999952,51.258600000001024,-67.7954000000027,33.655800000000454,205.65899999999965,771.0123999999996,125.99020000000019,-75.31719999999768,-35.573199999998906,-122.49960000000283,2.944000000003143,109.10919999999896,108.37219999999797,169.27479999999923,-118.36460000000079,-314.6612000000023,272.95500000000175,34.763599999998405,38.30079999999725,78.20900000000256,134.07979999999952,95.87720000000263,-38.98619999999937,-32.48399999999674,-95.40280000000348,31.378199999999197,-21.080399999998917,-28.092400000001362,-90.40699999999924,-38.235200000002806,-8.84100000000035,-50.27219999999943,-72.91960000000108,-42.60420000000158
20.74760000000242,60.26879999999801,48.82979999999952,49.258600000001024,-71.7954000000027,33.655800000000454,203.65899999999965,770.0123999999996,124.99020000000019,-78.31719999999768,-38.573199999998906,-124.49960000000283,0.9440000000031432,106.10919999999896,107.37219999999797,169.27479999999923,-121.36460000000079,-317.6612000000023,268.95500000000175,32.763599999998405,38.30079999999725,77.20900000000256,131.07979999999952,95.87720000000263,-40.98619999999937,-37.48399999999674,-96.40280000000348,28.378199999999197,-25.080399999998917,-31.092400000001362,-94.40699999999924,-41.235200000002806,-7.841000000000349,-54.27219999999943,-78.91960000000108,-48.60420000000158
22.74760000000242,60.26879999999801,48.82979999999952,49.258600000001024,-73.7954000000027,33.655800000000454,202.65899999999965,771.0123999999996,124.99020000000019,-79.31719999999768,-39.573199999998906,-125.49960000000283,-0.055999999996856786,103.10919999999896,107.37219999999797,169.27479999999923,-123.36460000000079,-319.6612000000023,265.95500000000175,30.763599999998405,36.30079999999725,78.20900000000256,131.07979999999952,96.87720000000263,-42.98619999999937,-39.48399999999674,-97.40280000000348,27.378199999999197,-26.080399999998917,-33.09240000000136,-96.40699999999924,-43.235200000002806,-8.84100000000035,-56.27219999999943,-81.91960000000108,-51.60420000000158
26.74760000000242,62.26879999999801,50.82979999999952,51.258600000001024,-73.7954000000027,34.655800000000454,203.65899999999965,772.0123999999996,126.99020000000019,-81.31719999999768,-39.573199999998906,-125.49960000000283,-1.0559999999968568,102.10919999999896,108.37219999999797,171.27479999999923,-124.36460000000079,-320.6612000000023,263.95500000000175,29.763599999998405,35.30079999999725,81.20900000000256,131.07979999999952,95.87720000000263,-42.98619999999937,-41.48399999999674,-98.40280000000348,26.378199999999197,-26.080399999998917,-34.09240000000136,-98.40699999999924,-44.235200000002806,-11.84100000000035,-57.27219999999943,-83.91960000000108,-53.60420000000158
26.74760000000242,62.26879999999801,50.82979999999952,50.258600000001024,-74.7954000000027,32.655800000000454,201.65899999999965,770.0123999999996,125.99020000000019,-83.31719999999768,-40.573199999998906,-126.49960000000283,-2.055999999996857,100.10919999999896,107.37219999999797,170.27479999999923,-126.36460000000079,-321.6612000000023,260.95500000000175,26.763599999998405,34.30079999999725,82.20900000000256,131.07979999999952,92.87720000000263,-43.98619999999937,-44.48399999999674,-100.40280000000348,24.378199999999197,-28.080399999998917,-36.09240000000136,-100.40699999999924,-45.235200000002806,-13.84100000000035,-58.27219999999943,-85.91960000000108,-55.60420000000158
21.74760000000242,57.26879999999801,46.82979999999952,46.258600000001024,-80.7954000000027,27.655800000000454,197.65899999999965,764.0123999999996,121.99020000000019,-90.31719999999768,-44.573199999998906,-132.49960000000283,-6.055999999996857,94.10919999999896,103.37219999999797,166.27479999999923,-131.3646000000008,-326.6612000000023,254.95500000000175,21.763599999998405,31.300799999997253,79.20900000000256,127.07979999999952,86.87720000000263,-48.98619999999937,-50.48399999999674,-105.40280000000348,18.378199999999197,-33.08039999999892,-41.09240000000136,-105.40699999999924,-51.235200000002806,-17.84100000000035,-63.27219999999943,-90.91960000000108,-60.60420000000158
7.747600000002421,45.26879999999801,34.82979999999952,33.258600000001024,-94.7954000000027,14.655800000000454,184.65899999999965,749.0123999999996,108.99020000000019,-104.31719999999768,-58.573199999998906,-145.49960000000283,-18.055999999996857,80.10919999999896,89.37219999999797,155.27479999999923,-144.3646000000008,-338.6612000000023,241.95500000000175,9.763599999998405,17.300799999997253,69.20900000000256,117.07979999999952,72.87720000000263,-59.98619999999937,-64.48399999999674,-117.40280000000348,5.378199999999197,-46.08039999999892,-54.09240000000136,-116.40699999999924,-64.2352000000028,-24.84100000000035,-75.27219999999943,-102.91960000000108,-71.60420000000158
-4.252399999997579,35.26879999999801,24.829799999999523,22.258600000001024,-106.7954000000027,5.655800000000454,173.65899999999965,738.0123999999996,97.99020000000019,-116.31719999999768,-70.5731999999989,-156.49960000000283,-28.055999999996857,68.10919999999896,78.37219999999797,146.27479999999923,-153.3646000000008,-347.6612000000023,231.95500000000175,0.7635999999984051,4.300799999997253,61.20900000000256,108.07979999999952,62.87720000000263,-69.98619999999937,-75.48399999999674,-126.40280000000348,-5.621800000000803,-54.08039999999892,-64.09240000000136,-125.40699999999924,-74.2352000000028,-31.84100000000035,-84.27219999999943,-112.91960000000108,-80.60420000000158
-11.252399999997579,28.26879999999801,16.829799999999523,14.258600000001024,-116.7954000000027,-0.344199999999546,166.65899999999965,730.0123999999996,89.99020000000019,-124.31719999999768,-80.5731999999989,-164.49960000000283,-37.05599999999686,57.109199999998964,70.37219999999797,139.27479999999923,-160.3646000000008,-354.6612000000023,223.95500000000175,-5.236400000001595,-6.699200000002747,57.20900000000256,102.07979999999952,53.87720000000263,-76.98619999999937,-83.48399999999674,-133.40280000000348,-13.621800000000803,-61.08039999999892,-71.09240000000136,-132.40699999999924,-80.2352000000028,-38.84100000000035,-89.27219999999943,-119.91960000000108,-85.60420000000158
-9.252399999997579,29.26879999999801,16.829799999999523,15.258600000001024,-116.7954000000027,0.655800000000454,166.65899999999965,731.0123999999996,90.99020000000019,-125.31719999999768,-80.5731999999989,-164.49960000000283,-37.05599999999686,56.109199999998964,71.37219999999797,140.27479999999923,-159.3646000000008,-354.6612000000023,223.95500000000175,-3.236400000001595,-4.699200000002747,59.20900000000256,104.07979999999952,52.87720000000263,-76.98619999999937,-83.48399999999674,-132.40280000000348,-13.621800000000803,-60.08039999999892,-71.09240000000136,-131.40699999999924,-78.2352000000028,-40.84100000000035,-88.27219999999943,-117.91960000000108,-82.60420000000158
-4.252399999997579,33.26879999999801,20.829799999999523,20.258600000001024,-114.7954000000027,3.655800000000454,170.65899999999965,735.0123999999996,94.99020000000019,-122.31719999999768,-77.5731999999989,-161.49960000000283,-34.05599999999686,58.109199999998964,76.37219999999797,144.27479999999923,-154.3646000000008,-351.6612000000023,225.95500000000175,0.7635999999984051,3.3007999999972526,65.20900000000256,109.07979999999952,53.87720000000263,-72.98619999999937,-80.48399999999674,-129.40280000000348,-11.621800000000803,-57.08039999999892,-68.09240000000136,-128.40699999999924,-74.2352000000028,-39.84100000000035,-84.27219999999943,-112.91960000000108,-78.60420000000158
-1.2523999999975786,37.26879999999801,22.829799999999523,24.258600000001024,-112.7954000000027,5.655800000000454,173.65899999999965,736.0123999999996,97.99020000000019,-123.31719999999768,-75.5731999999989,-160.49960000000283,-30.055999999996857,59.109199999998964,79.37219999999797,147.27479999999923,-151.3646000000008,-350.6612000000023,225.95500000000175,4.763599999998405,11.300799999997253,69.20900000000256,113.07979999999952,54.87720000000263,-70.98619999999937,-79.48399999999674,-127.40280000000348,-10.621800000000803,-56.08039999999892,-67.09240000000136,-127.40699999999924,-71.2352000000028,-37.84100000000035,-83.27219999999943,-109.91960000000108,-75.60420000000158
