LFG1,LFG10,LFG11,LFG12,LFG13,LFG14,LFG15,LFG16,LFG17,LFG18,LFG19,LFG2,LFG20,LFG21,LFG22,LFG23,LFG24,LFG25,LFG26,LFG27,LFG28,LFG29,LFG3,LFG30,LFG31,LFG32,LFG33,LFG34,LFG35,LFG36,LFG37,LFG38,LFG39,LFG4,LFG40,LFG41,LFG42,LFG43,LFG44,LFG45,LFG46,LFG47,LFG48,LFG49,LFG5,LFG50,LFG51,LFG52,LFG53,LFG54,LFG55,LFG56,LFG57,LFG58,LFG59,LFG6,LFG60,LFG61,LFG62,LFG63,LFG64,LFG7,LFG8,LFG9,LFS1,LFS2,LFS3,LFS4
-15.354,-145.784,-53.374,-120.652,-14.652000000000001,239.948,-111.406,-216.63,-285.92,-439.57,-409.944,-212.562,-75.944,-99.73599999999999,-248.11,-78.394,-230.79,-185.498,-349.168,-136.914,-25.768,0.13400000000000034,-24.098,-122.078,149.546,18.892,-301.46000000000004,69.418,154.96,-10.414000000000001,271.486,185.594,215.98,221.156,154.692,-30.726,156.154,-27.822000000000003,139.258,221.028,-7.672000000000001,-214.74599999999998,-157.75,331.626,134.118,287.96000000000004,-404.234,-242.174,-93.95,-53.036,-96.618,-113.614,-378.228,612.038,96.724,103.45400000000001,8.905999999999999,-29.372,-131.378,-15.196,86.732,20.176000000000002,77.492,6.388000000000002,-325.864,-186.456,34.798,-20.226
-24.354,-154.784,-57.374,-134.652,-17.652,213.948,-162.406,-241.63,-301.92,-436.57,-409.944,-226.562,-41.944,-75.73599999999999,-260.11,-90.394,-225.79,-198.498,-339.168,-110.91399999999999,-2.7680000000000007,-8.866,-13.097999999999999,-121.078,129.546,-17.108,-333.46000000000004,40.418,127.96000000000001,-12.414000000000001,261.486,162.594,176.98,204.156,150.692,-51.726,191.154,-30.822000000000003,140.258,220.028,-13.672,-200.74599999999998,-146.75,300.626,144.118,275.96000000000004,-369.234,-263.174,-142.95,-54.036,-76.618,-107.614,-341.228,629.038,87.724,104.45400000000001,4.905999999999999,-33.372,-127.378,15.804,117.732,17.176000000000002,77.492,-2.6119999999999983,-281.864,-179.456,49.798,-9.225999999999999
-17.354,-143.784,-62.374,-173.652,3.347999999999999,184.948,-173.406,-220.63,-302.92,-419.57,-404.944,-224.562,1.056,-74.73599999999999,-281.11,-94.394,-242.79,-195.498,-309.168,-84.91399999999999,12.232,-20.866,6.902000000000001,-96.078,128.546,-34.108000000000004,-360.46000000000004,19.418,117.96000000000001,-4.4140000000000015,275.486,146.594,145.98,187.156,153.692,-71.726,210.154,-36.822,126.258,190.028,-20.672,-178.74599999999998,-117.75,278.626,150.118,253.96,-304.234,-269.174,-154.95,-53.036,-51.618,-104.614,-313.228,609.038,68.724,113.45400000000001,13.905999999999999,-18.372,-105.378,22.804000000000002,128.732,8.176,90.492,0.3880000000000017,-262.864,-172.456,45.798,2.774000000000001
0.6460000000000008,-125.78399999999999,-45.374,-185.652,28.348,134.948,-163.406,-183.63,-296.92,-410.57,-402.944,-221.562,45.056,-74.73599999999999,-242.11,-91.394,-244.79,-178.498,-298.168,-79.91399999999999,29.232,-29.866,18.902,-95.078,132.546,-31.108,-365.46000000000004,13.418,114.96000000000001,3.5859999999999985,298.486,132.594,127.97999999999999,176.156,160.692,-73.726,218.154,-36.822,105.258,145.028,-33.672,-159.74599999999998,-106.75,251.626,161.118,240.96,-263.234,-266.174,-161.95,-50.036,-32.618,-100.614,-280.228,589.038,78.724,119.45400000000001,17.906,-9.372,-78.378,21.804000000000002,110.732,16.176000000000002,85.492,6.388000000000002,-231.864,-150.456,38.798,14.774000000000001
9.646,-95.78399999999999,-14.373999999999999,-188.652,44.348,84.94800000000001,-164.406,-178.63,-299.92,-382.57,-401.944,-225.562,54.056,-79.73599999999999,-226.11,-95.394,-209.79,-181.498,-283.168,-77.91399999999999,30.232,-16.866,17.902,-98.078,111.546,-28.108,-372.46000000000004,30.418,112.96000000000001,5.5859999999999985,335.486,103.594,98.97999999999999,158.156,157.692,-79.726,213.154,-44.822,79.258,111.02799999999999,-51.672,-159.74599999999998,-125.75,231.626,180.118,221.96,-243.234,-266.174,-171.95,-53.036,-19.618000000000002,-105.614,-236.228,588.038,112.724,140.454,15.905999999999999,-7.372,-64.378,29.804000000000002,83.732,36.176,89.492,22.388,-214.864,-142.456,13.798000000000002,7.774000000000001
7.646000000000001,-77.78399999999999,-10.373999999999999,-183.652,25.348,59.948,-195.406,-168.63,-268.92,-340.57,-392.944,-242.562,73.056,-79.73599999999999,-237.11,-110.394,-194.79,-185.498,-263.168,-60.91399999999999,20.232,-6.866,19.902,-102.078,95.546,-46.108000000000004,-365.46000000000004,65.418,108.96000000000001,11.585999999999999,373.486,101.594,86.97999999999999,162.156,146.692,-83.726,218.154,-31.822000000000003,75.258,114.02799999999999,-77.672,-182.74599999999998,-142.75,231.626,183.118,204.96,-250.234,-261.174,-160.95,-59.036,-12.618000000000002,-121.614,-201.228,583.038,171.724,144.454,22.906,-3.372,-44.378,28.804000000000002,23.732,37.176,94.492,32.388000000000005,-218.864,-133.456,2.798000000000002,8.774000000000001
6.646000000000001,-77.78399999999999,8.626000000000001,-169.652,-8.652000000000001,18.948,-234.406,-153.63,-260.92,-323.57,-395.944,-253.562,95.056,-67.73599999999999,-234.11,-117.394,-194.79,-196.498,-246.168,-62.91399999999999,-3.7680000000000007,-12.866,17.902,-118.078,84.546,-57.108000000000004,-376.46000000000004,75.418,100.96000000000001,5.5859999999999985,394.486,109.594,78.97999999999999,156.156,160.692,-87.726,208.154,-5.822000000000003,103.258,136.028,-79.672,-203.74599999999998,-132.75,227.626,176.118,177.96,-263.234,-231.174,-145.95,-54.036,-2.618000000000002,-102.614,-184.228,576.038,223.724,127.45400000000001,36.906,8.628,-12.378,68.804,14.732,36.176,119.492,50.388000000000005,-198.864,-140.456,6.798000000000002,22.774
-1.3539999999999992,-82.78399999999999,14.626000000000001,-162.652,-18.652,-20.052,-230.406,-143.63,-259.92,-324.57,-408.944,-262.562,88.056,-61.736,-207.11,-125.394,-151.79,-181.498,-246.168,-73.91399999999999,-12.768,-28.866,18.902,-113.078,70.546,-66.108,-391.46000000000004,70.418,98.96000000000001,-13.414000000000001,405.486,140.594,81.97999999999999,140.156,175.692,-107.726,193.154,9.177999999999997,130.258,126.02799999999999,-94.672,-207.74599999999998,-107.75,212.626,170.118,128.96,-230.234,-208.174,-141.95,-71.036,-23.618000000000002,-74.614,-177.228,555.038,235.724,116.45400000000001,49.906,-1.3719999999999999,-12.378,87.804,27.732,32.176,135.492,42.388000000000005,-178.864,-158.456,14.798000000000002,27.774
-6.353999999999999,-94.78399999999999,-10.373999999999999,-170.652,-31.652,4.948,-205.406,-143.63,-233.92000000000002,-336.57,-389.944,-256.562,77.056,-43.736,-195.11,-155.394,-99.78999999999999,-151.498,-230.168,-74.91399999999999,-6.768000000000001,-39.866,-0.09799999999999898,-104.078,53.546,-64.108,-390.46000000000004,67.418,76.96000000000001,-46.414,410.486,165.594,80.97999999999999,135.156,205.692,-118.726,183.154,18.177999999999997,167.258,110.02799999999999,-114.672,-185.74599999999998,-62.75,211.626,181.118,74.96000000000001,-156.234,-182.174,-144.95,-87.036,-56.618,-25.614,-160.228,554.038,223.724,128.454,70.906,-8.372,-24.378,95.804,-0.2680000000000007,40.176,125.492,26.388,-154.864,-155.456,19.798000000000002,29.774
-5.353999999999999,-102.78399999999999,-10.373999999999999,-160.652,-32.652,21.948,-195.406,-159.63,-209.92000000000002,-323.57,-370.944,-269.562,82.056,-16.735999999999997,-179.11,-189.394,-92.78999999999999,-74.498,-213.168,-107.91399999999999,-26.768,-49.866,-3.097999999999999,-111.078,32.546,-78.108,-384.46000000000004,64.418,70.96000000000001,-68.414,418.486,163.594,75.97999999999999,129.156,221.692,-121.726,192.154,24.177999999999997,185.258,92.02799999999999,-135.672,-174.74599999999998,-27.75,212.626,182.118,43.96000000000001,-85.234,-160.174,-124.95,-95.036,-76.618,17.386,-121.22800000000001,579.038,231.724,131.454,84.906,-6.372,-44.378,110.804,-29.268,56.176,122.492,32.388000000000005,-137.864,-151.456,9.798000000000002,34.774
-29.354,-127.78399999999999,-37.374,-172.652,-32.652,18.948,-231.406,-180.63,-202.92000000000002,-286.57,-389.944,-276.562,89.056,-13.735999999999997,-160.11,-241.394,-118.78999999999999,-37.498,-222.168,-161.914,-54.768,-59.866,-6.097999999999999,-99.078,2.5460000000000003,-106.108,-375.46000000000004,67.418,45.96,-87.414,392.486,138.594,68.97999999999999,125.156,208.692,-121.726,226.154,54.178,220.258,85.02799999999999,-148.672,-161.74599999999998,-0.75,208.626,185.118,65.96000000000001,-43.234,-148.174,-81.95,-107.036,-98.618,29.386,-55.22800000000001,620.038,256.724,145.454,98.906,-2.372,-53.378,103.804,-47.268,63.176,104.492,37.388000000000005,-128.864,-135.456,5.798000000000002,46.774
-47.354,-140.784,-68.374,-183.652,-8.652000000000001,1.9480000000000004,-228.406,-189.63,-184.92000000000002,-265.57,-391.944,-279.562,92.056,-38.736,-158.11,-252.394,-143.79,-25.498,-224.168,-201.914,-84.768,-67.866,-0.09799999999999898,-79.078,-1.454,-132.108,-343.46000000000004,69.418,42.96,-90.414,399.486,122.594,59.98,120.156,178.692,-113.726,243.154,88.178,244.258,82.02799999999999,-140.672,-159.74599999999998,5.25,190.626,189.118,106.96000000000001,-29.234,-157.174,-48.95,-113.036,-132.618,35.385999999999996,-18.22800000000001,661.038,252.724,154.454,114.906,-3.372,-45.378,85.804,-53.268,68.176,87.492,51.388000000000005,-128.864,-105.456,14.798000000000002,47.774
-57.354,-155.784,-94.374,-177.652,14.347999999999999,-7.052,-235.406,-216.63,-175.92000000000002,-243.57,-409.944,-290.562,82.056,-60.736,-149.11,-259.394,-170.79,-28.498,-235.168,-229.914,-78.768,-87.866,2.902000000000001,-80.078,-11.454,-139.108,-322.46000000000004,76.418,27.96,-108.414,395.486,94.594,61.98,123.156,141.692,-109.726,247.154,118.178,246.258,91.02799999999999,-117.672,-157.74599999999998,11.25,173.626,181.118,116.96000000000001,-35.234,-158.174,-22.95,-95.036,-153.618,52.385999999999996,18.77199999999999,681.038,225.724,158.454,135.906,3.628,-16.378,96.804,-48.268,63.176,74.492,55.388000000000005,-114.864,-76.456,36.798,60.774
-66.354,-158.784,-116.374,-179.652,36.348,-14.052,-282.406,-269.63,-196.92000000000002,-257.57,-430.944,-299.562,45.056,-99.73599999999999,-153.11,-297.394,-198.79,-22.498,-252.168,-253.914,-78.768,-100.866,-1.097999999999999,-124.078,-23.454,-139.108,-310.46000000000004,72.418,3.960000000000001,-95.414,392.486,70.594,70.97999999999999,110.156,119.692,-114.726,236.154,129.178,229.258,76.02799999999999,-83.672,-133.74599999999998,13.25,152.626,174.118,97.96000000000001,-87.234,-148.174,-15.95,-82.036,-160.618,62.385999999999996,55.77199999999999,683.038,174.724,169.454,148.906,-0.3719999999999999,-7.378,85.804,-60.268,43.176,60.492000000000004,28.388,-103.864,-56.456,54.798,67.774
-66.354,-160.784,-122.374,-158.652,40.348,-23.052,-303.406,-273.63,-210.92000000000002,-264.57,-453.944,-297.562,54.056,-112.73599999999999,-189.11,-305.394,-185.79,-5.498,-263.168,-233.914,-81.768,-102.866,3.902000000000001,-147.078,-26.454,-119.108,-291.46000000000004,59.418,-1.0399999999999991,-51.414,407.486,84.594,103.97999999999999,109.156,121.692,-122.726,215.154,144.178,218.258,81.02799999999999,-48.672,-93.74599999999998,-20.75,137.626,173.118,82.96000000000001,-148.234,-117.174,-13.95,-69.036,-159.618,66.386,65.77199999999999,679.038,118.724,177.454,157.906,-24.372,-1.3780000000000001,71.804,-74.268,29.176000000000002,53.492000000000004,-7.611999999999998,-94.864,-44.456,41.798,63.774
-75.354,-145.784,-120.374,-129.652,48.348,-45.052,-354.406,-299.63,-225.92000000000002,-267.57,-486.944,-311.562,59.056,-121.73599999999999,-221.11,-331.394,-188.79,-26.498,-280.168,-238.914,-86.768,-112.866,28.902,-173.078,-43.454,-136.108,-287.46000000000004,47.418,-14.04,-18.414,409.486,79.594,100.97999999999999,104.156,106.692,-124.726,188.154,166.178,215.258,131.028,-11.672,-64.74599999999998,-83.75,123.626,173.118,60.96000000000001,-186.234,-98.174,-53.95,-63.036,-143.618,61.385999999999996,71.77199999999999,687.038,90.724,169.454,155.906,-61.372,16.622,56.804,-96.268,9.176,48.492000000000004,2.3880000000000017,-85.864,-38.456,30.798000000000002,55.774
-85.354,-140.784,-124.374,-131.652,81.348,-76.05199999999999,-382.406,-310.63,-238.92000000000002,-272.57,-474.944,-315.562,76.056,-95.73599999999999,-241.11,-346.394,-174.79,-37.498,-293.168,-235.914,-77.768,-109.866,39.902,-201.078,-49.454,-156.108,-282.46000000000004,42.418,-41.04,25.586,402.486,74.594,88.97999999999999,89.156,121.692,-125.726,162.154,171.178,219.258,181.028,17.328,-56.74599999999998,-131.75,118.626,175.118,53.96000000000001,-215.234,-107.174,-100.95,-68.036,-125.618,46.385999999999996,74.77199999999999,697.038,101.724,171.454,127.906,-97.372,7.622,28.804000000000002,-112.268,-4.824,21.492,12.388000000000002,-88.864,-46.456,38.798,45.774
-104.354,-134.784,-129.374,-134.652,100.348,-122.05199999999999,-321.406,-305.63,-266.92,-290.57,-452.944,-316.562,106.056,-85.73599999999999,-269.11,-321.394,-146.79,-50.498,-318.168,-226.914,-84.768,-112.866,46.902,-230.078,-38.454,-158.108,-263.46000000000004,42.418,-45.04,31.586,409.486,84.594,64.97999999999999,88.156,127.692,-116.726,151.154,178.178,232.258,194.028,43.328,-30.74599999999998,-133.75,113.626,182.118,68.96000000000001,-265.234,-91.174,-128.95,-56.036,-102.618,64.386,84.77199999999999,719.038,129.724,174.454,93.906,-119.372,-0.3780000000000001,13.804,-124.268,-6.824,4.492000000000001,-4.611999999999998,-93.864,-53.456,75.798,33.774
-107.354,-140.784,-158.374,-133.652,101.348,-168.052,-274.406,-280.63,-269.92,-319.57,-423.944,-332.562,130.056,-51.736,-274.11,-295.394,-140.79,-47.498,-335.168,-227.914,-85.768,-131.86599999999999,64.902,-241.078,-21.454,-136.108,-234.46,29.418,-39.04,32.586,411.486,72.594,68.97999999999999,75.156,105.692,-103.726,140.154,208.178,255.258,195.028,90.328,-22.74599999999998,-104.75,115.626,170.118,82.96000000000001,-339.234,-49.17400000000001,-143.95,-33.036,-82.618,71.386,119.77199999999999,730.038,155.724,166.454,80.906,-112.372,7.622,6.804,-150.268,-5.824,4.492000000000001,-15.611999999999998,-88.864,-62.456,129.798,28.774
-108.354,-147.784,-184.374,-139.652,97.348,-208.052,-232.406,-274.63,-262.92,-333.57,-401.944,-360.562,144.056,-16.735999999999997,-268.11,-264.394,-126.78999999999999,-48.498,-328.168,-219.914,-82.768,-150.86599999999999,79.902,-237.078,-16.454,-110.108,-190.46,13.418,-50.04,39.586,393.486,72.594,87.97999999999999,68.156,82.692,-90.726,130.154,231.178,280.258,229.028,140.328,-39.74599999999998,-75.75,121.626,156.118,116.96000000000001,-428.234,-13.174000000000007,-156.95,-34.036,-69.618,51.385999999999996,154.772,728.038,136.724,143.454,63.906,-108.372,20.622,4.804,-169.268,-2.824,-3.507999999999999,-16.612,-62.864000000000004,-56.456,162.798,24.774
-108.354,-130.784,-215.374,-141.652,65.348,-235.052,-223.406,-283.63,-264.92,-347.57,-381.944,-387.562,148.056,-21.735999999999997,-278.11,-232.394,-115.78999999999999,-56.498,-333.168,-229.914,-91.768,-173.86599999999999,92.902,-225.078,-2.4539999999999997,-96.108,-186.46,13.418,-59.04,37.586,356.486,52.594,108.97999999999999,57.156,68.692,-76.726,130.154,251.178,309.258,277.028,186.328,-68.74599999999998,-62.75,113.626,150.118,171.96,-482.234,27.825999999999993,-148.95,-54.036,-84.618,39.385999999999996,189.772,731.038,111.724,110.45400000000001,61.906,-90.372,42.622,-1.1959999999999997,-182.268,-6.824,-14.508,-18.612,-48.864000000000004,-42.456,189.798,17.774
-121.354,-111.78399999999999,-233.374,-153.652,38.348,-247.052,-248.406,-279.63,-269.92,-369.57,-363.944,-394.562,151.056,-65.73599999999999,-287.11,-198.394,-120.78999999999999,-73.498,-353.168,-222.914,-122.768,-171.86599999999999,106.902,-177.078,14.546,-73.108,-197.46,5.417999999999999,-66.03999999999999,21.586,318.486,55.594,128.98,51.156,54.69199999999999,-80.726,122.154,251.178,326.258,300.028,223.328,-92.74599999999998,-52.75,100.626,149.118,219.96,-504.234,64.826,-102.95,-72.036,-92.618,36.385999999999996,252.772,731.038,92.724,88.45400000000001,62.906,-63.372,52.622,-8.196,-181.268,-21.823999999999998,-22.508,-36.611999999999995,-60.864000000000004,-53.456,191.798,9.774000000000001
-126.354,-104.78399999999999,-226.374,-158.652,9.347999999999999,-258.052,-257.406,-267.63,-275.92,-374.57,-346.944,-383.562,138.056,-90.73599999999999,-294.11,-182.394,-153.79,-66.498,-359.168,-218.914,-134.768,-181.86599999999999,111.902,-138.078,17.546,-62.108000000000004,-183.46,-9.582,-80.03999999999999,-3.4140000000000015,296.486,54.594,140.98,47.156,57.69199999999999,-84.726,109.154,244.178,342.258,339.028,243.328,-83.74599999999998,-12.75,95.626,153.118,255.96,-521.234,87.826,-65.95,-83.036,-81.618,39.385999999999996,323.772,745.038,78.724,71.45400000000001,71.906,-57.372,55.622,-6.196,-170.268,-25.823999999999998,-42.507999999999996,-64.612,-68.864,-64.456,181.798,-2.225999999999999
-120.354,-119.78399999999999,-197.374,-135.652,-11.652000000000001,-277.052,-239.406,-247.63,-273.92,-388.57,-345.944,-378.562,143.056,-134.736,-281.11,-162.394,-114.78999999999999,-51.498,-352.168,-238.914,-146.768,-194.86599999999999,121.902,-107.078,8.546,-69.108,-187.46,-14.582,-97.03999999999999,-27.414,292.486,27.594,138.98,45.156,51.69199999999999,-94.726,88.154,239.178,358.258,374.028,240.328,-74.74599999999998,34.25,76.626,148.118,278.96000000000004,-554.234,88.826,-53.95,-89.036,-66.618,49.385999999999996,367.772,742.038,57.724000000000004,59.454,78.906,-58.372,62.622,-0.19599999999999973,-164.268,-30.823999999999998,-49.507999999999996,-59.611999999999995,-55.864000000000004,-48.456,187.798,-21.226
-120.354,-119.78399999999999,-163.374,-119.652,-24.652,-284.052,-270.406,-238.63,-281.92,-384.57,-343.944,-368.562,144.056,-138.736,-283.11,-157.394,-87.78999999999999,-26.498,-355.168,-255.914,-169.768,-204.86599999999999,123.902,-83.078,2.5460000000000003,-77.108,-169.46,-8.582,-85.03999999999999,-47.414,260.486,14.594000000000001,141.98,61.156,56.69199999999999,-109.726,62.153999999999996,227.178,365.258,389.028,222.328,-85.74599999999998,58.25,58.626,125.118,281.96000000000004,-576.234,83.826,-71.95,-87.036,-54.618,57.385999999999996,401.772,749.038,25.724,52.454,82.906,-68.372,68.622,14.804,-165.268,-36.824,-56.507999999999996,-52.611999999999995,-26.864,-30.456,190.798,-24.226
-123.354,-104.78399999999999,-150.374,-112.652,-41.652,-279.052,-310.406,-226.63,-270.92,-360.57,-341.944,-360.562,130.056,-148.736,-263.11,-157.394,-76.78999999999999,-24.498,-364.168,-248.914,-185.768,-211.86599999999999,152.902,-76.078,-11.454,-85.108,-151.46,-1.5820000000000007,-85.03999999999999,-58.414,239.486,6.594000000000001,151.98,84.156,64.692,-121.726,49.153999999999996,209.178,382.258,408.028,203.328,-82.74599999999998,72.25,58.626,110.118,279.96000000000004,-554.234,93.826,-84.95,-93.036,-35.618,67.386,442.772,782.038,0.7240000000000002,59.454,79.906,-90.372,62.622,24.804000000000002,-174.268,-38.824,-61.507999999999996,-18.612,15.136,-12.456,169.798,-13.225999999999999
