LFG1,LFG10,LFG11,LFG12,LFG13,LFG14,LFG15,LFG16,LFG17,LFG18,LFG19,LFG2,LFG20,LFG21,LFG22,LFG23,LFG24,LFG25,LFG26,LFG27,LFG28,LFG29,LFG3,LFG30,LFG31,LFG32,LFG33,LFG34,LFG35,LFG36,LFG37,LFG38,LFG39,LFG4,LFG40,LFG41,LFG42,LFG43,LFG44,LFG45,LFG46,LFG47,LFG48,LFG49,LFG5,LFG50,LFG51,LFG52,LFG53,LFG54,LFG55,LFG56,LFG57,LFG58,LFG59,LFG6,LFG60,LFG61,LFG62,LFG63,LFG64,LFG7,LFG8,LFG9,LFS1,LFS2,LFS3,LFS4
-167.118,-56.216,-167.24200000000002,16.738,304.618,-35.242,179.706,-27.802,-199.89999999999998,-422.072,-173.898,-162.242,-85.25399999999999,187.952,204.66199999999998,-73.972,3.960000000000008,-125.976,-275.418,-232.304,-267.608,-180.442,-45.124,213.044,55.178,62.55,152.216,34.056,117.572,-18.156,28.840000000000003,110.038,-86.794,244.556,-122.576,130.54,-252.69799999999998,-151.436,229.314,282.276,20.994,182.52999999999997,-142.322,-273.596,60.708,-489.2539999999999,-527.352,98.95400000000001,-171.22199999999998,-327.848,-548.19,16.066000000000003,-18.084000000000003,-84.91199999999998,120.382,-32.702,-56.43199999999999,-84.756,-310.73,-203.93200000000002,-65.828,-51.542,-127.168,-14.049999999999997,193.986,198.368,221.164,79.51799999999997
-155.118,-86.21600000000001,-160.24200000000002,46.738,270.618,2.7580000000000027,190.706,-5.802,-162.89999999999998,-212.072,3.1019999999999968,-176.242,-100.25399999999999,95.952,174.66199999999998,-37.971999999999994,-10.039999999999992,-89.976,-95.418,26.695999999999998,-130.608,-127.44200000000001,-44.124,167.044,61.178,81.55,178.216,80.056,190.572,134.844,43.84,102.038,-102.794,250.556,-131.576,144.54,-221.69799999999998,-151.436,237.314,334.276,10.994,177.52999999999997,-174.322,-222.596,50.708,-443.2539999999999,-504.352,131.954,-171.22199999999998,-329.848,-570.19,20.066000000000003,-33.084,-110.91199999999998,144.382,9.297999999999998,-40.43199999999999,-69.756,-322.73,-190.93200000000002,-44.828,-56.542,-189.168,-14.049999999999997,205.986,205.368,215.164,71.51799999999997
-138.118,-90.21600000000001,-175.24200000000002,60.738,261.618,11.758000000000003,196.706,27.198,-125.89999999999998,-66.072,101.102,-173.242,-129.254,33.952,166.66199999999998,-24.971999999999994,-61.03999999999999,-62.976,44.581999999999994,213.696,-2.6080000000000005,-64.44200000000001,-61.124,147.044,75.178,59.55,190.216,117.056,253.572,262.844,82.84,110.038,-103.794,247.556,-90.576,139.54,-206.69799999999998,-167.436,220.314,315.276,-9.006,141.52999999999997,-205.322,-163.596,34.708,-394.2539999999999,-444.352,172.954,-177.22199999999998,-328.848,-555.19,21.066000000000003,-59.084,-132.91199999999998,138.382,18.298,-32.43199999999999,-54.756,-316.73,-178.93200000000002,-38.828,-58.542,-209.168,-0.04999999999999716,205.986,213.368,200.164,48.51799999999997
-142.118,-96.21600000000001,-208.24200000000002,-4.2620000000000005,201.618,-21.241999999999997,140.706,73.19800000000001,-116.89999999999998,35.928,125.102,-183.242,-186.254,-14.048000000000002,115.66199999999998,-11.971999999999994,-113.03999999999999,-55.976,103.582,269.696,33.391999999999996,-30.442,-83.124,107.04400000000001,56.178,21.55,140.216,107.056,263.572,331.844,58.84,70.038,-114.794,204.556,-58.576,133.54,-218.69799999999998,-180.436,191.314,251.276,-37.006,96.52999999999997,-194.322,-149.596,-3.2920000000000016,-374.2539999999999,-318.352,206.954,-169.22199999999998,-312.848,-521.19,6.0660000000000025,-116.084,-166.91199999999998,119.382,-1.7020000000000017,-40.43199999999999,-46.756,-306.73,-166.93200000000002,-21.828000000000003,-66.542,-189.168,11.950000000000003,206.986,201.368,179.164,9.517999999999972
-123.118,-91.21600000000001,-193.24200000000002,-64.262,160.618,-24.241999999999997,128.706,141.198,-102.89999999999998,170.928,135.102,-177.242,-233.254,-34.048,103.66199999999998,-19.971999999999994,-127.03999999999999,-56.976,90.582,248.696,33.391999999999996,-10.442,-91.124,67.04400000000001,39.178,-43.45,89.21600000000001,85.056,255.572,357.844,31.840000000000003,14.037999999999997,-95.794,149.556,-21.576,114.53999999999999,-241.69799999999998,-205.436,157.314,184.276,-89.006,45.52999999999997,-119.322,-184.596,-50.292,-391.2539999999999,-168.352,230.954,-148.22199999999998,-272.848,-466.19000000000005,-32.934,-184.084,-228.91199999999998,84.382,-6.702000000000002,-47.43199999999999,-41.756,-272.73,-136.93200000000002,2.171999999999997,-74.542,-129.168,18.950000000000003,180.986,174.368,155.164,-40.48200000000003
-121.118,-112.21600000000001,-221.24200000000002,-132.262,122.618,-37.242,133.706,154.198,-127.89999999999998,271.928,70.102,-192.242,-291.254,-74.048,59.66199999999998,-20.971999999999994,-124.03999999999999,-93.976,0.5819999999999936,161.696,-58.608000000000004,-53.442,-96.124,13.044000000000011,7.177999999999997,-134.45,24.216,41.056,212.572,298.844,-48.16,-37.962,-87.794,90.55600000000001,-33.576,85.53999999999999,-265.698,-246.436,117.314,122.276,-131.006,-14.470000000000027,-37.322,-218.596,-92.292,-377.2539999999999,-52.352000000000004,227.954,-145.22199999999998,-226.848,-411.19000000000005,-75.934,-223.084,-290.912,57.382,-5.702000000000002,-48.43199999999999,-43.756,-217.73000000000002,-130.93200000000002,6.171999999999997,-79.542,-34.168,18.950000000000003,160.986,179.368,119.16399999999999,-75.48200000000003
-96.118,-104.21600000000001,-226.24200000000002,-184.262,103.618,-10.241999999999997,174.706,154.198,-132.89999999999998,313.928,-19.898000000000003,-187.242,-302.254,-70.048,-10.338000000000022,-2.971999999999994,-83.03999999999999,-78.976,-78.418,82.696,-135.608,-116.44200000000001,-93.124,-13.955999999999989,25.177999999999997,-181.45,-1.783999999999999,40.056,175.572,207.844,-70.16,-44.962,-53.794,76.55600000000001,-28.576,57.53999999999999,-279.698,-308.436,53.31399999999999,55.275999999999996,-154.006,-76.47000000000003,-20.322000000000003,-270.596,-99.292,-367.2539999999999,-10.352000000000004,199.954,-142.22199999999998,-188.848,-391.19000000000005,-88.934,-240.084,-336.912,31.381999999999998,28.298,-70.43199999999999,-56.756,-153.73000000000002,-129.93200000000002,-0.828000000000003,-59.542,85.832,32.95,129.986,212.368,68.16399999999999,-101.48200000000003
-76.118,-108.21600000000001,-248.24200000000002,-245.262,81.618,2.7580000000000027,186.706,119.19800000000001,-118.89999999999998,293.928,-168.898,-198.242,-316.254,-52.048,-29.338000000000022,2.028000000000006,-31.039999999999992,-75.976,-108.418,13.695999999999998,-228.608,-204.442,-114.124,-72.95599999999999,38.178,-196.45,-12.783999999999999,22.055999999999997,134.572,81.844,-70.16,-58.962,-41.794,81.55600000000001,-33.576,56.53999999999999,-259.698,-345.436,28.313999999999993,15.275999999999996,-168.006,-115.47000000000003,-37.322,-285.596,-102.292,-365.2539999999999,4.647999999999996,186.954,-118.222,-168.848,-399.19000000000005,-75.934,-219.084,-373.912,52.382,17.298,-71.43199999999999,-40.756,-83.73000000000002,-103.93200000000002,0.17199999999999704,-32.542,171.832,46.95,127.98599999999999,243.368,26.163999999999987,-107.48200000000003
-48.118,-100.21600000000001,-291.242,-273.262,101.618,15.758000000000003,177.706,75.19800000000001,-109.89999999999998,223.928,-315.898,-203.242,-323.254,13.951999999999998,-25.338000000000022,14.028000000000006,89.96000000000001,-56.976,-87.418,-46.304,-303.608,-303.442,-122.124,-132.956,50.178,-207.45,-21.784,6.055999999999997,76.572,-36.156,-102.16,-43.962,-42.794,89.55600000000001,-56.576,72.53999999999999,-240.69799999999998,-370.436,6.313999999999993,-21.724000000000004,-182.006,-145.47000000000003,-81.322,-303.596,-104.292,-418.2539999999999,-12.352000000000004,182.954,-122.222,-184.848,-398.19000000000005,-65.934,-200.084,-409.912,85.382,29.298,-60.43199999999999,-50.756,-68.73000000000002,-95.93200000000002,-1.828000000000003,-18.542,163.832,94.95,144.986,257.368,-11.836000000000013,-105.48200000000003
-23.118000000000002,-97.21600000000001,-309.242,-274.262,136.618,27.758000000000003,177.706,35.198,-63.89999999999998,157.928,-410.898,-205.242,-326.254,82.952,-29.338000000000022,22.028000000000006,308.96000000000004,-22.976,-40.418000000000006,-65.304,-343.608,-377.442,-115.124,-148.956,67.178,-212.45,-1.783999999999999,0.055999999999997385,35.572,-123.156,-134.16,-7.962000000000003,-46.794,132.556,-69.576,96.53999999999999,-230.69799999999998,-370.436,1.313999999999993,-30.724000000000004,-188.006,-149.47000000000003,-149.322,-324.596,-96.292,-490.2539999999999,-56.352000000000004,187.954,-132.22199999999998,-221.848,-405.19000000000005,-60.934,-202.084,-414.912,107.382,40.298,-46.43199999999999,-70.756,-95.73000000000002,-100.93200000000002,15.171999999999997,11.457999999999998,107.832,145.95,181.986,278.368,-18.836000000000013,-92.48200000000003
0.8819999999999979,-107.21600000000001,-302.242,-266.262,166.618,30.758000000000003,164.706,9.198,-48.89999999999998,108.928,-458.898,-200.242,-327.254,128.952,-41.33800000000002,12.028000000000006,437.96000000000004,5.024000000000001,-31.418000000000006,-81.304,-359.608,-438.442,-118.124,-184.956,52.178,-228.45,15.216000000000001,-15.944000000000003,7.571999999999999,-192.156,-205.16,-3.9620000000000033,-53.794,173.556,-87.576,109.53999999999999,-208.69799999999998,-342.436,21.313999999999993,1.2759999999999962,-177.006,-149.47000000000003,-189.322,-336.596,-55.292,-535.2539999999999,-116.352,206.954,-105.222,-256.848,-417.19000000000005,-31.933999999999997,-236.084,-412.912,140.382,42.298,-26.431999999999988,-85.756,-160.73000000000002,-87.93200000000002,35.172,17.458,47.832,175.95,221.986,292.368,-12.836000000000013,-40.48200000000003
19.881999999999998,-114.21600000000001,-265.242,-263.262,200.618,39.758,164.706,-30.802,-28.899999999999977,88.928,-459.898,-202.242,-323.254,114.952,-58.33800000000002,-14.971999999999994,403.96000000000004,17.024,-104.418,-96.304,-394.608,-490.442,-115.124,-206.956,37.178,-244.45,4.216000000000001,-47.944,-11.428,-251.156,-237.16,5.037999999999997,-56.794,218.556,-106.576,110.53999999999999,-189.69799999999998,-307.436,45.31399999999999,20.275999999999996,-166.006,-153.47000000000003,-160.322,-352.596,-9.292000000000002,-549.2539999999999,-151.352,226.954,-61.221999999999994,-284.848,-423.19000000000005,19.066000000000003,-277.084,-417.912,179.382,37.298,2.568000000000012,-95.756,-244.73000000000002,-74.93200000000002,34.172,19.458,15.832,185.95,241.986,310.368,-11.836000000000013,8.517999999999972
24.881999999999998,-128.216,-233.24200000000002,-266.262,242.618,39.758,112.706,-68.80199999999999,-19.899999999999977,65.928,-437.898,-214.242,-303.254,75.952,-77.33800000000002,-44.971999999999994,319.96000000000004,-4.975999999999999,-229.418,-174.304,-450.608,-542.442,-105.124,-220.956,12.177999999999997,-274.45,-26.784,-102.944,-51.428,-306.156,-269.15999999999997,-27.962000000000003,-59.794,244.556,-126.576,85.53999999999999,-199.69799999999998,-322.436,60.31399999999999,16.275999999999996,-167.006,-153.47000000000003,-105.322,-351.596,17.708,-539.2539999999999,-176.352,215.954,-43.221999999999994,-323.848,-436.19000000000005,67.066,-321.084,-417.912,200.382,21.298,24.568000000000012,-118.756,-322.73,-65.93200000000002,35.172,6.457999999999998,-24.168,191.95,255.986,310.368,2.1639999999999873,13.517999999999972
31.881999999999998,-167.216,-228.24200000000002,-261.262,281.618,59.758,71.706,-74.80199999999999,-9.899999999999977,-6.072000000000003,-378.898,-219.242,-246.254,10.951999999999998,-88.33800000000002,-71.972,285.96000000000004,-28.976,-259.418,-191.304,-492.608,-548.442,-94.124,-231.956,-20.822000000000003,-286.45,-60.784,-143.94400000000002,-83.428,-332.156,-290.15999999999997,-61.962,-81.794,271.55600000000004,-166.576,47.53999999999999,-229.69799999999998,-351.436,75.314,2.2759999999999962,-180.006,-144.47000000000003,-70.322,-331.596,35.708,-530.2539999999999,-218.352,208.954,-79.222,-352.848,-433.19000000000005,90.066,-375.084,-434.912,212.382,21.298,44.56800000000001,-150.756,-390.73,-54.932000000000016,37.172,-14.542000000000002,-52.168,194.95,264.986,304.368,14.163999999999987,12.517999999999972
18.881999999999998,-205.216,-226.24200000000002,-236.262,311.618,138.758,29.706,-27.802,14.100000000000023,-94.072,-308.898,-255.242,-170.254,-63.048,-53.33800000000002,-77.972,288.96000000000004,-68.976,-207.418,-150.304,-456.608,-518.442,-108.124,-207.956,-20.822000000000003,-277.45,-75.78399999999999,-168.94400000000002,-112.428,-297.156,-259.15999999999997,-84.962,-123.794,298.55600000000004,-184.576,14.539999999999992,-272.698,-362.436,88.314,-14.724000000000004,-206.006,-150.47000000000003,-52.322,-331.596,52.708,-532.2539999999999,-267.352,233.954,-143.22199999999998,-362.848,-436.19000000000005,91.066,-422.084,-457.912,234.382,18.298,59.56800000000001,-186.756,-447.73,-49.932000000000016,42.172,-7.542000000000002,-34.168,193.95,271.986,317.368,29.163999999999987,38.51799999999997
11.881999999999998,-229.216,-224.24200000000002,-182.262,323.618,222.758,34.706,8.198,37.10000000000002,-62.072,-198.898,-278.24199999999996,-88.25399999999999,-133.048,-28.338000000000022,-81.972,280.96000000000004,-76.976,-122.418,-31.304000000000002,-345.608,-442.442,-109.124,-159.956,-23.822000000000003,-238.45,-91.78399999999999,-190.94400000000002,-160.428,-248.156,-211.16,-101.962,-148.794,322.55600000000004,-195.576,-10.460000000000008,-318.698,-352.436,95.314,-28.724000000000004,-178.006,-167.47000000000003,-48.322,-349.596,87.708,-541.2539999999999,-309.352,263.954,-195.22199999999998,-351.848,-449.19000000000005,82.066,-456.084,-461.912,259.382,35.298,68.56800000000001,-210.756,-443.73,-35.932000000000016,47.172,4.457999999999998,43.832,179.95,290.986,344.368,65.16399999999999,75.51799999999997
-9.118000000000002,-254.216,-216.24200000000002,-106.262,319.618,223.758,8.706,10.198,54.10000000000002,42.928,-64.898,-314.24199999999996,-38.254,-212.048,-33.33800000000002,-91.972,230.96,-95.976,-22.418000000000006,160.696,-217.608,-375.442,-111.124,-146.956,-29.822000000000003,-221.45,-93.78399999999999,-179.94400000000002,-172.428,-186.156,-185.16,-111.962,-144.794,348.55600000000004,-147.576,-15.460000000000008,-346.698,-335.436,100.314,-25.724000000000004,-136.006,-184.47000000000003,-56.322,-351.596,117.708,-531.2539999999999,-349.352,279.954,-246.22199999999998,-357.848,-452.19000000000005,72.066,-478.084,-446.912,265.382,41.298,57.56800000000001,-224.756,-418.73,-26.932000000000016,55.172,-8.542000000000002,53.832,143.95,313.986,351.368,94.16399999999999,100.51799999999997
-8.118000000000002,-263.216,-197.24200000000002,-20.262,300.618,246.758,20.706,26.198,95.10000000000002,137.928,62.102,-342.24199999999996,10.746000000000002,-251.048,-14.338000000000022,-92.972,185.96,-92.976,27.581999999999994,338.696,-80.608,-294.442,-95.124,-139.956,3.1779999999999973,-214.45,-94.78399999999999,-137.94400000000002,-125.428,-94.156,-121.16,-79.962,-117.794,376.55600000000004,-31.576,-9.460000000000008,-341.698,-308.436,103.314,-7.724000000000004,-88.006,-206.47000000000003,-72.322,-334.596,167.708,-506.2539999999999,-369.352,270.954,-275.222,-371.848,-453.19000000000005,66.066,-509.084,-434.912,254.382,67.298,40.56800000000001,-226.756,-390.73,-13.932000000000016,53.172,18.458,54.832,154.95,324.986,337.368,116.16399999999999,121.51799999999997
-17.118000000000002,-274.216,-191.24200000000002,38.738,266.618,258.758,7.7059999999999995,16.198,104.10000000000002,144.928,95.102,-364.24199999999996,14.746000000000002,-262.048,24.661999999999978,-80.972,160.96,-99.976,24.581999999999994,403.696,9.392,-245.442,-104.124,-114.95599999999999,28.177999999999997,-182.45,-89.78399999999999,-145.94400000000002,-70.428,-28.156,-80.16,-61.962,-98.794,378.55600000000004,108.424,-17.460000000000008,-309.698,-288.436,92.314,1.2759999999999962,-31.006,-209.47000000000003,-67.322,-335.596,182.708,-485.2539999999999,-352.352,236.954,-286.222,-352.848,-438.19000000000005,57.066,-512.0840000000001,-444.912,231.382,94.298,42.56800000000001,-226.756,-344.73,8.067999999999984,49.172,26.458,35.832,130.95,307.986,324.368,125.16399999999999,152.51799999999997
-19.118000000000002,-273.216,-174.24200000000002,101.738,237.618,284.758,3.7059999999999995,7.198,100.10000000000002,115.928,98.102,-351.24199999999996,12.746000000000002,-249.048,63.66199999999998,-77.972,120.96000000000001,-83.976,10.581999999999994,387.696,42.391999999999996,-207.442,-90.124,-107.95599999999999,45.178,-148.45,-86.78399999999999,-125.944,-12.428,35.844,-86.16,-75.962,-55.794,368.55600000000004,197.424,-22.460000000000008,-280.698,-286.436,62.31399999999999,-14.724000000000004,1.9939999999999998,-194.47000000000003,-24.322000000000003,-331.596,204.708,-456.2539999999999,-276.352,196.954,-277.222,-294.848,-416.19000000000005,50.066,-486.084,-460.912,208.382,134.298,45.56800000000001,-212.756,-248.73000000000002,40.067999999999984,49.172,40.458,28.832,116.95,261.986,316.368,118.16399999999999,164.51799999999997
-51.118,-304.216,-180.24200000000002,80.738,170.618,278.758,-26.294,-91.80199999999999,64.10000000000002,43.928,25.101999999999997,-366.24199999999996,-32.254,-227.048,75.66199999999998,-128.97199999999998,4.960000000000008,-103.976,-40.418000000000006,279.696,-8.608,-225.442,-128.124,-131.956,24.177999999999997,-133.45,-120.78399999999999,-119.944,13.572,28.844,-179.16,-117.962,-41.794,326.55600000000004,172.424,-21.460000000000008,-277.698,-308.436,21.313999999999993,-72.724,18.994,-186.47000000000003,20.677999999999997,-340.596,179.708,-426.2539999999999,-196.352,141.954,-279.222,-227.848,-380.19000000000005,38.066,-478.084,-475.912,191.382,113.298,24.568000000000012,-201.756,-103.73000000000002,62.067999999999984,59.172,19.458,21.832,108.95,236.986,304.368,87.16399999999999,152.51799999999997
-61.118,-311.216,-161.24200000000002,60.738,150.618,271.758,-25.294,-100.80199999999999,38.10000000000002,-23.072000000000003,-45.898,-361.24199999999996,-70.25399999999999,-188.048,122.66199999999998,-147.97199999999998,-134.04,-114.976,-121.418,151.696,-82.608,-257.442,-163.124,-143.956,-15.822000000000003,-92.45,-146.784,-108.944,-3.428000000000001,-1.1560000000000006,-249.16,-179.962,-10.794,300.55600000000004,121.424,-44.46000000000001,-292.698,-366.436,-49.68600000000001,-151.724,-0.006000000000000227,-217.47000000000003,33.678,-382.596,177.708,-394.2539999999999,-131.352,74.95400000000001,-272.222,-173.848,-338.19000000000005,11.066000000000003,-498.084,-491.912,159.382,80.298,-16.431999999999988,-196.756,32.26999999999998,72.06799999999998,67.172,6.457999999999998,44.832,115.95,213.986,289.368,49.16399999999999,94.51799999999997
